0.000126	0.016757	159.001158	15
0.000628	0.050270	159.006569	15
0.001759	0.100541	159.018744	15
0.003770	0.167568	159.040396	15
0.006912	0.251352	159.074240	15
0.011437	0.351892	159.123007	15
0.017595	0.469190	159.189441	15
0.025638	0.603244	159.276313	15
0.035818	0.754055	159.386421	15
0.048385	0.921623	159.522604	15
0.063592	1.105948	159.687750	15
0.081689	1.307029	159.884804	15
0.102929	1.524867	160.116777	15
0.127561	1.759462	160.386759	15
0.155838	2.010814	160.697928	15
0.188011	2.278922	161.053559	15
0.224206	2.547031	161.455628	15
0.264422	2.815139	161.904783	15
0.308660	3.083248	162.401714	15
0.356919	3.351356	162.947135	15
0.409201	3.619465	163.541774	15
0.465503	3.887574	164.186356	15
0.525828	4.155682	164.881582	15
0.590174	4.423791	165.628103	15
0.658542	4.691899	166.426500	15
0.730805	4.943251	167.275770	15
0.806713	5.177846	168.173251	15
0.886015	5.395684	169.116054	15
0.968458	5.596765	170.101043	15
1.053792	5.781090	171.124835	15
1.141765	5.948658	172.183790	15
1.232126	6.099469	173.274026	15
1.324624	6.233523	174.391434	15
1.419006	6.350821	175.531704	15
1.515023	6.451361	176.690362	15
1.612421	6.535145	177.862809	15
1.710951	6.602172	179.044371	15
1.810361	6.652443	-179.583670	15
1.910399	6.685956	-177.404033	15
2.010792	6.699778	-175.182311	15
2.111141	6.680087	-172.939185	15
2.211069	6.643638	-170.696124	15
2.310324	6.590433	-168.472151	15
2.408656	6.520471	-166.285819	15
2.505813	6.433753	-164.154467	15
2.601543	6.330277	-162.093591	15
2.695595	6.210045	-160.116394	15
2.787719	6.073056	-158.233525	15
2.877661	5.919310	-156.453014	15
2.965172	5.748808	-154.780371	15
3.050000	5.561548	-153.218809	15
3.131893	5.357532	-151.769547	15
3.210600	5.136759	-150.432151	15
3.285870	4.899230	-149.204884	15
3.357452	4.644943	-148.085036	15
3.425115	4.376835	-147.068901	15
3.488757	4.108726	-146.150638	15
3.548377	3.840618	-145.323115	15
3.603975	3.572509	-144.579648	15
3.655552	3.304401	-143.914047	15
3.703107	3.036292	-143.320638	15
3.746641	2.768184	-142.794268	15
3.786153	2.500075	-142.330300	15
3.821643	2.231967	-141.924596	15
3.853134	1.966793	-141.573263	15
3.880772	1.718376	-141.271539	15
3.904811	1.486716	-141.014116	15
3.925500	1.271812	-140.796249	15
3.943091	1.073666	-140.613670	15
3.957835	0.892276	-140.462511	15
3.969985	0.727643	-140.339235	15
3.979790	0.579766	-140.240580	15
3.987503	0.448647	-140.163501	15
3.993375	0.334284	-140.105131	15
3.997657	0.236678	-140.062731	15
4.000601	0.155829	-140.033665	15
4.002458	0.091736	-140.015367	15
4.003479	0.044401	-140.005316	15
4.003916	0.013822	-140.001020	15
4.004019	0.000000	-140.000000	15
4.004019	0.000000	-140.000000	15
